Avg centroid_value: -316.5925925925926

Gene	centroid_value
LRP4	-321
HRCT1	-321
HDAC7	-321
GXYLT1	-321
GDF2	-321
FRS2	-321
FAM186A	-321
EPC1	-321
DENND2B	-321
DBH	-321
CTBP2	-321
CERS5	-321
CCKBR	-321
CACNB2	-321
CACNA1C	-321
C11orf24	-321
BDNF	-321
ASTN2	-321
ARHGAP42	-321
ANO1	-321
ANK3	-321
ADRB1	-321
AC126178.1	-321
AC055878.1	-321
AC006206.2	-321
ZSCAN2	-322
ZNF652	-322
ZNF423	-322
ZNF101	-322
ZNF100	-322
ZFP36L1	-322
YPEL3	-322
WDR90	-322
UMOD	-322
TPTE2P5	-322
TMEM107	-322
TM6SF1	-322
THSD4	-322
STARD6	-322
SNX6	-322
SLCO3A1	-322
SLC9A3R2	-322
SH2B3	-322
SEPTIN9	-322
SBNO1	-322
RXFP2	-322
RPS4XP18	-322
RPS27P25	-322
RNASEH2B	-322
RGL3	-322
PPM1E	-322
PPL	-322
PLEKHH1	-322
PIEZO2	-322
PIAS1	-322
PDP2	-322
PCDH17	-322
NRG4	-322
NEDD4L	-322
NCOR2	-322
MYO9B	-322
MMP14	-322
MLXIP	-322
MGA	-322
MBNL2	-322
MARK3	-322
LINC01975	-322
LINC01571	-322
LINC01169	-322
KLF2	-322
KIF26A	-322
KANK3	-322
INO80	-322
HAS3	-322
FES	-322
FBXL19	-322
DPF3	-322
DPEP1	-322
DACH1	-322
CSK	-322
CMIP	-322
CCNE1	-322
CCDC68	-322
CCDC63	-322
CCDC33	-322
BCAS2P3	-322
BAHCC1	-322
ATP12A	-322
ATP10A	-322
ASXL3	-322
AL157756.1	-322
AL137781.1	-322
ACOX1	-322
ACE	-322
AC099518.3	-322
AC040173.2	-322
AC022308.1	-322
AC022031.2	-322
AC012409.2	-322
AC009387.1	-322
AC008125.1	-322
