Avg bridging: 2.4779226029422627e-05

Gene	bridging
PCDH17	0.0
PALM2AKAP2	0.0
PABPC4	0.0
OSGIN2	0.0
OR51E1	0.0
OPRM1	0.0
NUDT3	0.0
NTN4	0.0
NRG4	0.0
NOS3	0.0
NEDD4L	0.0
NCOR2	0.0
NACA	0.0
MYO9B	0.0
MYEOV	0.0
MXI1	0.0
MXD3	0.0
MRAS	0.0
MMP14	0.0
MLXIP	0.0
MLF1	0.0
MIR4421	0.0
MINDY4	0.0
MGA	0.0
MERTK	0.0
MECR	0.0
MECOM	0.0
MDM4	0.0
MCPH1	0.0
MBNL2	0.0
MARK3	0.0
MARK2P10	0.0
MAP3K20	0.0
LY6E-DT	0.0
LRRC8C	0.0
LRRC10B	0.0
LRP4	0.0
LMO1	0.0
LINC02235	0.0
LINC01975	0.0
LINC01890	0.0
LINC01738	0.0
LINC01571	0.0
LINC01339	0.0
LINC01169	0.0
LINC01006	0.0
LEF1	0.0
KLF7	0.0
KLF2	0.0
KIF2A	0.0
KIF26A	0.0
KCNK5	0.0
KANK3	0.0
IRX1	0.0
INO80	0.0
IGFBP7	0.0
HSPA4	0.0
HRCT1	0.0
HFE	0.0
HDAC7	0.0
HAX1	0.0
HAS3	0.0
GXYLT1	0.0
GUCY1A1	0.0
GTF2I	0.0
GRIFIN	0.0
GPR20	0.0
GPATCH2	0.0
GNB4	0.0
GDF2	0.0
GABBR1	0.0
GAB2	0.0
FRS2	0.0
FRK	0.0
FGF5	0.0
FES	0.0
FBXL19	0.0
FAM186A	0.0
FAHD2CP	0.0
EXOC6B	0.0
EXOC5P1	0.0
EPC1	0.0
ENPEP	0.0
EIF2AP4	0.0
DUSP1	0.0
DPYSL2	0.0
DPF3	0.0
DPEP1	0.0
DGKB	0.0
DENND2B	0.0
DENND2A	0.0
DCDC1	0.0
DBH	0.0
DACH1	0.0
CYP2C19	0.0
CYP27A1	0.0
CTBP2	0.0
CSK	0.0
CPEB4	0.0
COLEC11	0.0
CMIP	0.0
CLPB	0.0
CLCNKA	0.0
CERS5	0.0
CDC25A	0.0
CCNE1	0.0
CCM2	0.0
CCKBR	0.0
CCDC68	0.0
CCDC63	0.0
CCDC33	0.0
CCDC141	0.0
CACNB2	0.0
CACNA1D	0.0
CACNA1C	0.0
CABCOCO1	0.0
C1GALT1	0.0
C11orf24	0.0
BTRC	0.0
BEND7	0.0
BDNF	0.0
BCKDHB	0.0
BCAS2P3	0.0
BANK1	0.0
BAHCC1	0.0
BAG3	0.0
AZIN1	0.0
AUTS2	0.0
ATXN7	0.0
ATP12A	0.0
ATP10A	0.0
ASXL3	0.0
ASTN2	0.0
ARNTL	0.0
ARHGEF17	0.0
ARHGAP42	0.0
ARHGAP15	0.0
ARAP2	0.0
AP001533.1	0.0
AP000820.2	0.0
ANO1	0.0
ANK3	0.0
AL592429.2	0.0
AL591518.1	0.0
AL590226.2	0.0
AL445648.1	0.0
AL356534.1	0.0
AL353614.1	0.0
AL157756.1	0.0
AL157371.2	0.0
AL139420.2	0.0
AL137781.1	0.0
AL136367.1	0.0
AL121981.1	0.0
AL035467.2	0.0
AKR1B10	0.0
AGPAT4	0.0
AEBP2	0.0
ADRB1	0.0
ADORA1	0.0
ADO	0.0
ACOX1	0.0
ACE	0.0
AC126178.1	0.0
AC116366.3	0.0
AC109925.1	0.0
AC109322.2	0.0
AC108047.1	0.0
AC106822.1	0.0
AC099518.3	0.0
AC098588.2	0.0
AC068985.1	0.0
AC055878.1	0.0
AC040173.2	0.0
AC023347.1	0.0
AC022308.1	0.0
AC022031.2	0.0
AC016735.1	0.0
AC012409.2	0.0
AC011518.1	0.0
AC009498.1	0.0
AC009480.2	0.0
AC009387.1	0.0
AC009296.1	0.0
AC008125.1	0.0
AC007652.2	0.0
AC007100.1	0.0
AC006206.2	0.0
