Avg centroid_value: -270.2826086956522

Gene	centroid_value
AC108047.1	-272
ZNF101	-276
WDR90	-276
DACH1	-276
C1GALT1	-277
MDM4	-278
WAC	-279
SULT1C3	-279
SORCS3	-279
SLC7A2	-279
RPS27	-279
RNASEH2B	-279
PRSS44P	-279
POLN	-279
PLCXD2	-279
PLCB1	-279
PCDH17	-279
OPRM1	-279
MINDY4	-279
MECR	-279
LINC02235	-279
LINC01762	-279
GPR20	-279
GMPPA	-279
DENND2B	-279
CCDC33	-279
BDNF	-279
ASXL3	-279
ACVR1C	-279
AC018866.2	-279
ZNRF3	-280
ZNF100	-280
Z98880.1	-280
UMOD	-280
TCEA2	-280
MORC3	-280
EIF2AP4	-280
CHD6	-280
CAMTA1	-280
BAHCC1	-280
AL445466.1	-280
HSPA4	-286
EPC1	-286
BTRC	-286
AL139420.2	-286
AL136367.1	-286
AP001533.1	-295
AP000820.2	-297
MBNL2	-302
HDAC7	-302
ZNF652	-303
UBE2E3	-303
FRK	-303
PDE5A	-304
TMEM107	-306
MERTK	-306
AC007652.2	-306
AEBP2	-314
AC068985.1	-316
RAPSN	-318
MLXIP	-318
ZSCAN2	-320
ZNF692	-320
ZFAT	-320
VPS54	-320
TRMT10C	-320
TMEM44	-320
THSD4	-320
TASOR	-320
STARD6	-320
SORBS3	-320
SELENOKP3	-320
RPS27P25	-320
RNU6-192P	-320
RNU6-1145P	-320
RGS17	-320
RAPGEF5	-320
PREX1	-320
PPP4R3B	-320
PPL	-320
POU2F1	-320
PIK3R3	-320
PFKFB2	-320
PDP2	-320
PBX1	-320
PABPC4	-320
OSGIN2	-320
NUDT3	-320
NEDD4L	-320
NCOR2	-320
MXI1	-320
MXD3	-320
MMP14	-320
MLF1	-320
MCPH1	-320
LRRC8C	-320
LINC01320	-320
LINC01169	-320
LINC00322	-320
LEF1	-320
KLF7	-320
KLF2	-320
IRX1	-320
IGFBP7	-320
HAX1	-320
GXYLT1	-320
EML4	-320
DPYSL2	-320
DENND2A	-320
CTBP2	-320
CLCNKA	-320
CDC42BPA	-320
CD160	-320
CCDC63	-320
CACNA1D	-320
C19orf47	-320
BEND7	-320
AZIN1	-320
ATP12A	-320
ASTN2	-320
ARNTL	-320
ANO1	-320
ANK3	-320
AL591518.1	-320
ADAMTS9	-320
AC106822.1	-320
AC099535.1	-320
AC098588.2	-320
